CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
7.19E+08,Attrited Customer,54,2,2,4,2,37265,1,44,6094,0,6094,909,14,0
7.15E+08,Existing Customer,61,1,0,3,2,46968,1,52,2939,1999,940,2434,33,0.68
7.89E+08,Existing Customer,61,1,0,6,2,118210,1,48,5362,1274,4088,1876,41,0.238
7.20E+08,Attrited Customer,48,1,2,4,2,147964,1,36,27126,0,27126,1000,25,0
7.08E+08,Existing Customer,45,2,4,3,3,36134,1,36,3342,2517,825,1139,30,0.753
7.09E+08,Attrited Customer,54,2,4,3,2,46603,1,40,2532,2221,311,799,21,0.877
7.10E+08,Existing Customer,54,2,3,2,2,30881,1,46,1900,1376,524,1881,45,0.724
7.15E+08,Existing Customer,44,1,3,3,3,65400,1,37,14546,1703,12843,1273,27,0.117
7.71E+08,Existing Customer,50,2,4,2,3,38844,1,36,2521,1608,913,1328,33,0.638
7.79E+08,Existing Customer,55,1,2,2,2,66214,1,36,16427,1682,14745,1579,36,0.102
7.72E+08,Existing Customer,48,1,2,3,4,43431,1,36,13068,1718,11350,937,28,0.131
7.20E+08,Existing Customer,45,1,2,1,3,69158,1,33,23218,1814,21404,1749,37,0.078
7.16E+08,Existing Customer,60,1,0,4,2,52643,1,36,3281,837,2444,1424,29,0.255
7.14E+08,Existing Customer,55,1,2,4,2,49552,1,47,3096,2217,879,2011,41,0.716
7.12E+08,Existing Customer,62,2,0,4,2,53529,1,52,2052,1250,802,1208,31,0.609
7.90E+08,Existing Customer,38,2,1,4,4,21244,1,30,1438.3,583,855.3,1259,24,0.405
7.55E+08,Existing Customer,46,1,3,4,3,48252,1,39,9432,1418,8014,1319,26,0.15
8.20E+08,Existing Customer,50,1,0,4,3,125786,4,45,14938,2303,12635,949,27,0.154
7.13E+08,Existing Customer,45,1,2,6,2,67652,1,36,2221,1343,878,1338,30,0.605
7.20E+08,Existing Customer,47,1,3,5,1,74015,1,37,5731,1577,4154,1554,26,0.275
7.80E+08,Existing Customer,48,1,4,1,2,73961,2,33,34516,2061,32455,1350,32,0.06
7.17E+08,Existing Customer,35,1,3,6,2,78870,1,22,6985,1130,5855,1694,44,0.162
7.22E+08,Existing Customer,51,1,2,3,2,136031,1,42,24221,1707,22514,1678,40,0.07
7.11E+08,Existing Customer,36,2,3,4,2,51232,1,24,15439,0,15439,2069,43,0
7.15E+08,Existing Customer,47,1,4,3,3,93639,1,36,21637,2030,19607,1222,23,0.094
7.21E+08,Existing Customer,52,1,2,3,3,122469,1,37,14543,0,14543,1536,37,0
7.11E+08,Existing Customer,43,2,4,6,2,25879,1,36,9684,2475,7209,1400,31,0.256
7.15E+08,Existing Customer,63,1,2,4,2,43920,1,36,5007,930,4077,1050,28,0.186
7.10E+08,Existing Customer,61,1,0,3,2,63061,1,54,1616,1047,569,1389,33,0.648
7.87E+08,Existing Customer,53,1,2,6,3,65676,1,40,19116,0,19116,1184,29,0
7.84E+08,Existing Customer,53,2,3,3,2,25928,1,47,2759,2223,536,2093,42,0.806
7.08E+08,Attrited Customer,57,1,3,3,2,148246,1,38,8249,1381,6868,678,11,0.167
7.14E+08,Existing Customer,38,2,2,3,3,44412,1,31,14041,2154,11887,1467,29,0.153
7.13E+08,Existing Customer,53,1,3,4,2,65553,1,43,5264,2169,3095,1219,27,0.412
7.09E+08,Existing Customer,63,2,0,7,2,32666,1,54,2420,1912,508,1730,36,0.79
7.73E+08,Existing Customer,49,2,4,4,2,30581,1,43,2826,2070,756,1025,28,0.732
7.16E+08,Existing Customer,45,1,2,4,2,84792,1,34,12518,1539,10979,1165,33,0.123
7.78E+08,Existing Customer,67,1,0,3,2,46153,1,56,5876,1297,4579,2133,55,0.221
7.89E+08,Existing Customer,48,1,3,3,3,106752,4,37,34516,0,34516,1122,13,0
7.12E+08,Existing Customer,51,2,2,6,1,34195,1,38,9648,1926,7722,1083,22,0.2
7.20E+08,Existing Customer,52,1,2,4,3,86385,4,40,34516,2177,32339,1234,23,0.063
7.09E+08,Existing Customer,55,2,2,6,2,33725,1,35,3025,2376,649,1277,23,0.785
7.88E+08,Existing Customer,34,1,3,4,2,76329,1,26,3265,2517,748,1843,35,0.771
7.21E+08,Existing Customer,56,1,1,6,2,126740,1,36,6041,1355,4686,1747,49,0.224
7.17E+08,Existing Customer,44,2,2,5,2,28429,1,36,2293,1823,470,1166,22,0.795
7.09E+08,Existing Customer,47,1,3,5,4,99546,1,36,13399,2505,10894,1326,31,0.187
7.11E+08,Existing Customer,46,2,3,7,2,39575,1,38,4317,2517,1800,1619,36,0.583
7.71E+08,Existing Customer,43,2,3,3,3,41545,1,29,3378,1069,2309,1285,16,0.316
7.18E+08,Existing Customer,50,2,1,3,3,36625,1,36,5012,2242,2770,1142,28,0.447
7.12E+08,Existing Customer,38,2,4,6,3,26428,1,30,2569,1605,964,1190,46,0.625
7.09E+08,Existing Customer,53,2,1,3,3,22955,1,45,3471,1785,1686,1052,24,0.514
7.19E+08,Existing Customer,43,1,5,3,1,147783,4,31,34516,1699,32817,1628,38,0.049
7.15E+08,Existing Customer,53,1,1,4,2,128044,1,36,3312,1844,1468,1740,32,0.557
7.79E+08,Existing Customer,56,2,1,3,2,29210,1,38,2578,2462,116,1378,29,0.955
7.09E+08,Attrited Customer,54,1,2,7,2,58398,1,44,2902,2517,385,996,26,0.867
7.79E+08,Existing Customer,57,2,3,4,2,31937,1,39,2742,2321,421,1389,32,0.846
7.12E+08,Existing Customer,62,1,1,4,2,36348,1,53,2077,1571,506,1365,38,0.756
7.99E+08,Existing Customer,46,2,4,3,3,21223,1,40,6265,1942,4323,1715,43,0.31
8.10E+08,Existing Customer,49,1,2,6,2,74082,1,44,7819,1560,6259,1582,25,0.2
7.16E+08,Existing Customer,52,1,3,3,3,114063,1,42,2731,1692,1039,1220,22,0.62
7.15E+08,Attrited Customer,58,1,1,6,2,48451,1,36,1438.3,537,901.3,715,13,0.373
7.16E+08,Existing Customer,54,1,0,4,2,83221,1,36,16286,1710,14576,2552,49,0.105
7.17E+08,Existing Customer,49,1,1,3,2,142060,1,39,34516,0,34516,1106,31,0
7.13E+08,Existing Customer,58,2,3,4,2,33327,1,47,2609,2439,170,1731,34,0.935
7.14E+08,Existing Customer,52,1,2,4,3,67339,1,45,7567,1173,6394,1435,32,0.155
7.19E+08,Existing Customer,41,1,5,4,2,62004,1,33,22770,2517,20253,1882,38,0.111
7.73E+08,Existing Customer,62,2,0,6,2,27251,1,50,3791,1648,2143,2058,34,0.435
7.89E+08,Existing Customer,54,1,2,3,2,33966,1,39,2702,2517,185,1658,32,0.932
8.12E+08,Existing Customer,40,2,3,4,1,28579,1,35,2555,2117,438,1334,32,0.829
7.89E+08,Existing Customer,43,1,3,3,2,83356,1,26,2355,1090,1265,1441,29,0.463
7.80E+08,Existing Customer,53,2,2,3,3,55469,1,42,5332,0,5332,1371,39,0
7.81E+08,Existing Customer,55,1,1,6,3,40216,1,49,1443,1375,68,1991,38,0.953
7.90E+08,Existing Customer,46,1,4,3,3,72526,1,39,10741,755,9986,1278,22,0.07
7.89E+08,Existing Customer,41,1,1,6,2,74788,1,25,7984,1503,6481,1734,39,0.188
7.12E+08,Existing Customer,49,1,3,6,3,73800,1,32,18584,2517,16067,1330,34,0.135
8.23E+08,Existing Customer,61,2,0,3,2,34569,1,56,5585,1465,4120,1787,31,0.262
7.20E+08,Existing Customer,46,1,2,6,2,86254,1,38,34516,2165,32351,1672,32,0.063
7.12E+08,Existing Customer,50,2,1,6,2,20589,1,43,1438.3,0,1438.3,1439,41,0
7.89E+08,Existing Customer,40,1,2,3,3,85530,1,24,2478,2031,447,1558,31,0.82
8.07E+08,Existing Customer,51,1,4,4,3,140788,1,46,34516,2274,32242,1795,47,0.066
7.93E+08,Existing Customer,50,2,2,3,2,48597,1,44,2339,1440,899,893,22,0.616
7.17E+08,Existing Customer,47,2,2,3,2,27428,1,36,2726,0,2726,1099,27,0
8.28E+08,Existing Customer,43,1,4,7,2,132757,1,39,14881,848,14033,1408,23,0.057
7.17E+08,Existing Customer,36,2,4,3,2,44272,1,36,1628,969,659,1893,15,0.595
7.16E+08,Existing Customer,47,2,2,3,2,26329,1,34,3156,1644,1512,1151,31,0.521
8.19E+08,Existing Customer,46,2,2,3,3,23403,1,41,4745,1270,3475,1519,31,0.268
7.13E+08,Existing Customer,46,1,2,4,2,130369,1,36,19727,1785,17942,1245,25,0.09
7.19E+08,Existing Customer,52,1,0,6,2,71308,1,36,22720,793,21927,1102,27,0.035
7.09E+08,Existing Customer,43,1,4,7,2,51186,1,36,8129,1799,6330,1402,33,0.221
7.15E+08,Existing Customer,40,2,4,3,3,30659,1,27,3751,1521,2230,1060,30,0.405
7.14E+08,Existing Customer,54,2,4,4,2,30188,1,36,1594,1411,183,1459,35,0.885
7.21E+08,Existing Customer,55,2,1,4,3,24377,1,43,2569,1403,1166,1456,39,0.546
8.10E+08,Existing Customer,49,2,4,5,3,30712,1,44,18206,1586,16620,1439,48,0.087
7.72E+08,Existing Customer,45,1,4,4,2,42391,1,34,3104,1766,1338,1353,24,0.569
7.14E+08,Existing Customer,49,1,3,3,2,42333,1,41,2406,1560,846,1173,32,0.648
7.15E+08,Existing Customer,63,1,1,6,2,108226,1,36,24571,1955,22616,1746,28,0.08
7.16E+08,Existing Customer,40,2,3,4,3,37543,2,36,15534,726,14808,1279,28,0.047
7.11E+08,Existing Customer,41,2,2,3,2,37835,4,33,12301,2250,10051,1307,29,0.183
7.53E+08,Existing Customer,37,1,4,3,2,113959,1,26,2846,1818,1028,1473,37,0.639
7.13E+08,Existing Customer,58,1,2,6,4,127819,1,49,9788,1794,7994,1805,37,0.183
7.15E+08,Existing Customer,55,1,2,4,2,69632,1,36,7231,2381,4850,1421,23,0.329
8.14E+08,Existing Customer,53,2,1,4,2,30433,1,48,2324,1576,748,1272,37,0.678
7.95E+08,Existing Customer,57,1,2,3,2,104780,1,40,12208,1980,10228,1409,34,0.162
7.08E+08,Attrited Customer,43,1,4,5,4,105908,1,30,5639,1547,4092,647,15,0.274
7.16E+08,Existing Customer,58,1,1,3,2,65366,1,46,10021,1617,8404,1275,25,0.161
8.10E+08,Existing Customer,64,1,0,7,2,23585,1,56,2215,1915,300,1270,27,0.865
7.90E+08,Existing Customer,54,2,2,3,2,20571,1,44,2027,1480,547,1702,37,0.73
7.15E+08,Existing Customer,53,1,2,3,2,67045,1,47,6363,1162,5201,1256,26,0.183
7.13E+08,Existing Customer,39,2,3,1,3,24821,1,25,3920,2008,1912,3178,53,0.512
7.16E+08,Existing Customer,56,1,3,4,2,61759,1,36,9226,1233,7993,1626,29,0.134
8.19E+08,Existing Customer,54,2,4,7,1,32204,1,49,9376,1288,8088,1562,33,0.137
7.12E+08,Existing Customer,59,2,1,5,2,48365,1,46,1944,1346,598,1960,57,0.692
7.17E+08,Existing Customer,42,1,3,6,3,53972,1,36,9599,1554,8045,1154,38,0.162
7.21E+08,Existing Customer,42,1,4,3,2,60454,4,28,28202,843,27359,1629,38,0.03
8.22E+08,Existing Customer,43,1,3,1,4,116256,1,39,24850,1662,23188,1226,25,0.067
8.04E+08,Existing Customer,55,1,0,4,2,122549,1,49,3805,2233,1572,1743,27,0.587
7.13E+08,Existing Customer,52,1,1,6,3,96162,1,37,2733,1306,1427,1139,39,0.478
7.89E+08,Existing Customer,46,1,1,6,4,55057,1,27,12781,1253,11528,1073,21,0.098
7.17E+08,Attrited Customer,57,1,2,6,2,144807,1,40,3106,1120,1986,683,17,0.361
7.98E+08,Existing Customer,48,1,3,1,2,105036,1,42,7477,0,7477,1159,32,0
7.12E+08,Existing Customer,45,1,4,7,2,125291,1,33,34516,2086,32430,1859,47,0.06
7.15E+08,Existing Customer,48,1,2,4,2,132706,1,36,29963,2094,27869,1205,28,0.07
7.09E+08,Existing Customer,47,1,1,3,3,44118,1,36,6509,2033,4476,1409,37,0.312
7.15E+08,Attrited Customer,42,1,3,1,2,68178,1,34,13450,0,13450,1000,18,0
7.09E+08,Existing Customer,41,1,2,3,4,70917,4,36,27000,0,27000,1209,39,0
7.09E+08,Existing Customer,51,1,4,1,2,121518,4,31,34516,1254,33262,1366,25,0.036
7.17E+08,Existing Customer,55,2,2,3,3,34116,1,47,6347,0,6347,1161,44,0
7.79E+08,Existing Customer,67,1,1,6,2,59933,1,49,3106,1675,1431,1512,38,0.539
7.15E+08,Existing Customer,39,1,1,3,2,69047,1,31,2536,913,1623,1750,35,0.36
7.79E+08,Existing Customer,54,1,3,5,3,67751,1,35,13048,1954,11094,1170,24,0.15
7.79E+08,Existing Customer,55,2,2,7,2,22058,1,37,2453,968,1485,2218,50,0.395
7.10E+08,Existing Customer,47,1,3,4,2,43705,4,36,16138,1249,14889,1198,33,0.077
7.10E+08,Existing Customer,49,1,2,5,2,78641,1,38,8077,1965,6112,1329,26,0.243
7.79E+08,Attrited Customer,42,2,2,3,2,36235,1,23,1929,1673,256,857,36,0.867
7.17E+08,Existing Customer,57,1,2,7,3,85664,1,36,3127,2517,610,1470,30,0.805
7.10E+08,Existing Customer,44,1,5,6,2,73147,1,36,8645,1454,7191,1435,25,0.168
7.54E+08,Existing Customer,56,1,3,7,3,72018,1,49,1438.3,0,1438.3,1093,22,0
7.11E+08,Attrited Customer,49,2,3,3,2,34608,1,38,2185,0,2185,715,20,0
7.19E+08,Existing Customer,45,1,3,3,3,93266,1,32,24487,2517,21970,1512,42,0.103
7.19E+08,Existing Customer,63,1,0,4,2,68019,1,36,2567,0,2567,2399,43,0
7.72E+08,Existing Customer,44,1,3,3,3,86852,1,33,4131,785,3346,906,22,0.19
7.13E+08,Existing Customer,44,2,4,1,2,34932,4,37,10790,1930,8860,1052,16,0.179
7.90E+08,Existing Customer,40,1,3,4,2,55826,1,33,6884,1001,5883,975,11,0.145
7.10E+08,Attrited Customer,39,1,2,6,3,65557,1,36,13961,1299,12662,783,20,0.093
7.79E+08,Existing Customer,42,1,4,4,2,90255,1,30,29801,1916,27885,990,21,0.064
7.13E+08,Existing Customer,54,1,3,4,2,143544,1,43,13219,0,13219,1097,24,0
7.12E+08,Attrited Customer,58,2,4,7,2,39069,1,46,2536,0,2536,901,35,0
7.14E+08,Existing Customer,46,2,4,3,1,38208,1,36,9478,820,8658,1327,41,0.087
7.71E+08,Existing Customer,47,2,4,7,1,41455,1,34,3502,1851,1651,1814,31,0.529
7.18E+08,Existing Customer,67,2,0,7,2,56330,1,56,10509,2388,8121,1365,34,0.227
7.11E+08,Existing Customer,50,2,2,1,1,25216,1,36,1491,0,1491,1058,34,0
7.17E+08,Existing Customer,55,1,0,4,1,63441,1,46,9734,0,9734,1476,38,0
7.79E+08,Existing Customer,46,2,2,3,2,53409,1,22,2305,1627,678,1230,36,0.706
7.16E+08,Existing Customer,47,2,4,6,2,40886,1,36,14241,2081,12160,1581,44,0.146
7.18E+08,Existing Customer,36,2,2,7,2,54365,1,25,4789,1257,3532,1534,29,0.262
7.21E+08,Existing Customer,40,1,4,2,1,62867,1,34,23138,1727,21411,1612,39,0.075
7.94E+08,Existing Customer,57,1,2,7,3,115635,1,38,23008,2280,20728,1302,36,0.099
7.11E+08,Existing Customer,48,1,1,7,1,81407,1,36,3131,2517,614,1439,40,0.804
8.15E+08,Existing Customer,58,2,3,3,2,27217,1,53,5798,1794,4004,1724,45,0.309
7.21E+08,Existing Customer,48,1,3,3,3,47663,1,36,6880,1390,5490,1784,35,0.202
7.88E+08,Existing Customer,48,1,3,3,4,118108,3,41,34516,1531,32985,1156,29,0.044
7.17E+08,Existing Customer,53,2,2,1,2,45345,1,34,2075,1469,606,2556,49,0.708
7.68E+08,Existing Customer,50,1,2,3,2,108678,1,44,4589,0,4589,1590,37,0
7.12E+08,Attrited Customer,52,2,1,3,3,28765,1,40,2317,0,2317,884,19,0
7.12E+08,Attrited Customer,53,2,2,6,3,32209,1,45,1981,1518,463,973,25,0.766
7.10E+08,Existing Customer,56,2,1,3,3,53221,1,47,6038,0,6038,1447,30,0
7.89E+08,Existing Customer,44,1,5,7,3,80167,1,32,14910,877,14033,1150,26,0.059
7.18E+08,Existing Customer,49,1,3,4,2,88106,1,39,29659,1143,28516,1193,21,0.039
7.90E+08,Attrited Customer,54,1,2,3,2,67861,1,42,4320,0,4320,706,21,0
7.15E+08,Existing Customer,39,2,1,7,3,49407,1,36,11213,0,11213,1257,23,0
7.15E+08,Existing Customer,39,2,3,6,1,52717,1,29,26181,0,26181,1303,35,0
7.15E+08,Existing Customer,41,2,4,4,3,28064,1,31,5773,0,5773,1306,39,0
7.19E+08,Attrited Customer,53,1,2,6,2,118578,1,36,4503,0,4503,748,20,0
7.20E+08,Existing Customer,47,1,3,6,2,85785,1,36,29770,1565,28205,1774,42,0.053
7.80E+08,Existing Customer,46,2,2,5,2,25517,1,28,5014,1910,3104,1209,25,0.381
7.96E+08,Existing Customer,53,2,1,4,2,35664,1,47,3445,1074,2371,1074,31,0.312
7.17E+08,Existing Customer,60,1,1,3,2,96982,1,50,23412,1078,22334,1786,50,0.046
7.19E+08,Existing Customer,59,2,0,3,3,29410,1,46,3044,1611,1433,1456,36,0.529
8.03E+08,Existing Customer,38,1,1,7,3,62751,1,29,14596,2192,12404,1300,25,0.15
7.09E+08,Existing Customer,56,1,4,6,3,21839,1,36,3864,1654,2210,1470,42,0.428
7.82E+08,Attrited Customer,35,1,3,5,4,91293,1,29,17030,1911,15119,715,25,0.112
8.01E+08,Existing Customer,50,1,3,3,3,78999,1,44,23090,839,22251,1198,24,0.036
7.11E+08,Existing Customer,53,1,2,5,4,115095,1,36,29205,1208,27997,1556,43,0.041
7.08E+08,Existing Customer,63,1,2,3,2,77865,1,49,14035,2061,11974,1606,30,0.147
7.14E+08,Attrited Customer,43,2,2,6,3,36700,1,24,2962,2517,445,929,31,0.85
7.17E+08,Existing Customer,46,1,2,7,2,114837,1,30,18578,1385,17193,1606,54,0.075
7.12E+08,Existing Customer,61,1,1,6,3,71042,1,46,2201,1138,1063,1199,32,0.517
7.19E+08,Existing Customer,37,2,0,5,2,27303,1,25,2061,1483,578,2400,60,0.72
7.11E+08,Existing Customer,42,2,5,2,2,53988,1,23,24602,1660,22942,1337,44,0.067
7.17E+08,Existing Customer,41,1,2,6,1,121820,1,29,15911,896,15015,1270,33,0.056
7.67E+08,Attrited Customer,56,1,2,1,3,122863,1,50,16867,0,16867,654,14,0
7.09E+08,Existing Customer,56,1,3,3,2,72220,1,37,2783,1526,1257,1909,54,0.548
7.08E+08,Attrited Customer,52,2,3,5,3,23574,1,47,2972,0,2972,922,25,0
7.18E+08,Existing Customer,40,2,3,4,3,52123,1,36,5124,2235,2889,1158,42,0.436
7.89E+08,Existing Customer,63,1,1,3,2,50529,1,53,2880,2362,518,1323,26,0.82
7.21E+08,Existing Customer,58,1,1,4,3,48817,1,46,5579,0,5579,1025,35,0
7.21E+08,Existing Customer,58,1,4,7,2,60746,1,44,12010,2149,9861,1700,35,0.179
7.12E+08,Existing Customer,46,1,2,6,1,108051,1,36,34516,1597,32919,1628,51,0.046
7.08E+08,Existing Customer,37,2,1,3,2,59572,1,29,4394,885,3509,1377,32,0.201
7.16E+08,Existing Customer,46,1,4,3,3,94074,1,35,18325,723,17602,1517,33,0.039
7.19E+08,Existing Customer,46,2,4,5,2,21673,1,37,3773,1972,1801,1528,25,0.523
7.09E+08,Existing Customer,41,1,1,3,3,89094,1,29,21684,1748,19936,1329,24,0.081
7.21E+08,Existing Customer,48,2,3,4,1,59979,1,40,1919,774,1145,1505,33,0.403
7.80E+08,Existing Customer,49,2,3,3,3,45079,1,33,9995,1713,8282,1172,38,0.171
7.18E+08,Existing Customer,44,1,2,3,2,111283,1,35,11910,2098,9812,1646,39,0.176
7.10E+08,Existing Customer,39,2,3,1,2,32940,1,36,2279,1529,750,1693,32,0.671
7.19E+08,Existing Customer,57,1,1,1,3,44515,1,48,3539,0,3539,1336,23,0
7.21E+08,Existing Customer,48,1,3,4,2,94225,1,36,30579,1351,29228,1289,19,0.044
7.11E+08,Existing Customer,47,1,3,4,3,84857,1,42,24480,1923,22557,1416,32,0.079
8.23E+08,Existing Customer,56,2,1,6,1,58643,1,52,17561,0,17561,1608,33,0
7.78E+08,Existing Customer,54,2,0,1,2,37852,1,40,1638,0,1638,1885,51,0
7.12E+08,Existing Customer,54,1,1,3,2,75893,1,36,2947,2216,731,1744,53,0.752
7.17E+08,Existing Customer,52,1,4,4,2,82470,1,42,5738,1112,4626,1922,48,0.194
7.08E+08,Existing Customer,43,1,4,7,4,146784,1,34,33304,1833,31471,1448,29,0.055
7.11E+08,Existing Customer,59,1,1,1,3,44097,1,48,7251,1603,5648,1300,36,0.221
7.73E+08,Existing Customer,44,1,1,7,2,53109,1,34,2885,1895,990,1366,31,0.657
7.12E+08,Existing Customer,56,2,1,1,2,28504,1,36,2641,1257,1384,1439,39,0.476
7.78E+08,Existing Customer,45,2,4,3,2,45815,1,35,2801,2043,758,1241,46,0.729
7.15E+08,Existing Customer,55,1,1,4,2,81950,1,45,16794,809,15985,1917,33,0.048
7.55E+08,Existing Customer,48,2,3,1,1,50918,1,41,9336,1672,7664,1391,39,0.179
7.10E+08,Existing Customer,56,2,5,1,3,32483,1,43,2763,2517,246,1246,31,0.911
7.11E+08,Existing Customer,41,1,3,6,2,63073,1,36,17391,1044,16347,1248,27,0.06
7.14E+08,Existing Customer,65,2,1,4,2,31270,1,36,3198,2493,705,1936,44,0.78
7.20E+08,Existing Customer,34,1,4,5,3,116983,1,26,5100,1786,3314,2375,63,0.35
7.12E+08,Existing Customer,56,1,3,5,2,73177,1,39,3955,2517,1438,1238,25,0.636
7.09E+08,Existing Customer,62,2,1,4,2,37087,1,48,3140,1985,1155,1626,41,0.632
7.16E+08,Attrited Customer,45,2,3,6,3,59267,1,36,4028,710,3318,791,22,0.176
7.13E+08,Existing Customer,38,2,2,6,3,37271,1,32,2264,0,2264,1204,28,0
8.19E+08,Existing Customer,49,1,3,7,4,130486,1,44,21620,2008,19612,1300,33,0.093
7.11E+08,Existing Customer,58,1,2,4,3,70245,1,45,6385,1535,4850,1612,47,0.24
7.69E+08,Existing Customer,41,2,4,3,3,40207,1,31,2375,1658,717,1071,28,0.698
7.10E+08,Existing Customer,33,1,2,3,2,76527,1,13,1963,1721,242,1378,37,0.877
7.13E+08,Existing Customer,47,2,4,1,3,38155,1,37,4256,1084,3172,1100,29,0.255
7.67E+08,Existing Customer,56,2,1,3,2,34615,1,49,5097,1152,3945,2052,45,0.226
7.93E+08,Existing Customer,51,1,1,3,3,66613,1,45,3228,2517,711,1349,33,0.78
7.21E+08,Existing Customer,49,1,1,3,4,47643,4,41,20231,977,19254,1215,36,0.048
7.19E+08,Attrited Customer,50,1,1,7,3,129066,1,39,27512,2137,25375,1149,25,0.078
7.15E+08,Existing Customer,55,2,3,7,2,41162,1,47,1929,1540,389,2354,50,0.798
7.18E+08,Existing Customer,26,1,0,3,3,35270,1,13,2585,2019,566,2644,40,0.781
7.80E+08,Attrited Customer,58,1,1,1,2,118048,1,47,12151,1799,10352,918,14,0.148
8.27E+08,Existing Customer,46,1,3,4,3,90978,2,42,34516,2113,32403,1362,31,0.061
7.21E+08,Existing Customer,48,1,4,4,2,138854,1,31,34516,1013,33503,1222,37,0.029
7.18E+08,Existing Customer,42,1,4,6,1,68621,1,32,5504,0,5504,1364,32,0
7.11E+08,Existing Customer,37,1,4,3,2,83085,1,28,10021,1203,8818,1463,40,0.12
7.80E+08,Existing Customer,63,2,0,7,2,31637,1,49,3558,2318,1240,1631,31,0.651
7.94E+08,Existing Customer,50,1,3,4,3,40672,4,44,19853,1513,18340,1878,55,0.076
7.19E+08,Existing Customer,41,2,1,4,3,42732,1,31,4969,838,4131,1489,32,0.169
7.15E+08,Existing Customer,48,2,3,3,1,23430,1,40,3117,1603,1514,1437,37,0.514
8.09E+08,Existing Customer,46,1,2,1,3,108683,1,41,21526,2332,19194,1313,37,0.108
7.78E+08,Existing Customer,61,1,0,4,3,72785,1,51,5504,1412,4092,1290,38,0.257
7.97E+08,Existing Customer,59,2,0,7,2,32707,1,53,5512,1124,4388,1975,49,0.204
7.09E+08,Attrited Customer,53,2,2,2,2,50758,1,39,1438.3,0,1438.3,807,22,0
7.17E+08,Existing Customer,39,2,3,2,4,44485,1,28,7262,1466,5796,1438,28,0.202
7.19E+08,Existing Customer,51,1,3,4,2,125313,1,40,7319,1692,5627,1233,29,0.231
7.21E+08,Attrited Customer,45,1,2,3,2,67666,1,25,1438.3,0,1438.3,709,27,0
7.12E+08,Existing Customer,48,1,4,7,3,64796,1,30,7712,1387,6325,1597,39,0.18
7.15E+08,Existing Customer,47,1,1,3,2,61059,1,37,2053,0,2053,1283,28,0
7.70E+08,Existing Customer,41,1,2,4,2,54884,1,32,12804,2517,10287,1101,37,0.197
7.18E+08,Existing Customer,48,1,4,1,2,81208,1,36,26443,1601,24842,1593,36,0.061
7.09E+08,Existing Customer,50,2,4,3,3,30436,1,36,3125,1928,1197,1631,46,0.617
7.12E+08,Existing Customer,56,2,2,5,2,25620,1,48,4930,2259,2671,2194,53,0.458
7.09E+08,Existing Customer,39,2,2,1,3,21504,1,36,9476,0,9476,1128,27,0
7.17E+08,Existing Customer,47,1,1,3,2,86077,1,37,11722,1667,10055,1497,35,0.142
7.72E+08,Existing Customer,44,1,2,3,3,124586,1,33,13301,0,13301,1385,50,0
7.21E+08,Existing Customer,61,2,1,7,2,21643,1,47,1438.3,0,1438.3,1449,27,0
7.69E+08,Attrited Customer,43,2,2,5,2,36519,1,37,1438.3,0,1438.3,974,28,0
7.18E+08,Attrited Customer,59,1,1,4,2,67152,1,36,6705,0,6705,731,18,0
7.16E+08,Existing Customer,42,2,2,6,2,52952,1,31,22718,0,22718,1191,37,0
7.09E+08,Existing Customer,40,1,4,7,1,51550,2,28,23981,1788,22193,1421,34,0.075
7.19E+08,Existing Customer,65,1,2,7,2,21460,1,56,2318,1010,1308,1256,35,0.436
7.79E+08,Existing Customer,48,1,1,1,2,65818,1,29,19324,1040,18284,1744,50,0.054
7.15E+08,Existing Customer,44,1,2,3,3,45461,1,34,5331,1993,3338,1766,39,0.374
8.05E+08,Existing Customer,36,2,4,7,2,28672,1,31,15700,1276,14424,2229,48,0.081
7.10E+08,Existing Customer,45,1,4,3,3,71243,1,30,17625,894,16731,1773,39,0.051
7.21E+08,Existing Customer,39,1,2,3,2,115992,1,34,17438,0,17438,1860,37,0
7.20E+08,Existing Customer,40,1,4,1,4,97042,1,25,1962,0,1962,1179,27,0
7.95E+08,Attrited Customer,62,1,0,4,2,79466,1,56,8077,0,8077,906,16,0
7.79E+08,Existing Customer,26,1,0,3,3,49159,1,13,3290,1616,1674,2781,54,0.491
7.18E+08,Existing Customer,60,1,0,6,3,33471,1,53,2402,1728,674,1650,53,0.719
7.11E+08,Existing Customer,54,2,3,2,3,25657,1,42,9256,1999,7257,1446,37,0.216
7.16E+08,Existing Customer,62,1,0,3,2,68811,1,36,3674,895,2779,1703,48,0.244
7.53E+08,Attrited Customer,57,1,2,1,2,44928,1,50,6462,0,6462,761,17,0
7.14E+08,Existing Customer,59,1,0,3,3,46865,1,48,1638,0,1638,1536,44,0
7.09E+08,Existing Customer,46,1,4,3,3,74667,1,38,4335,2480,1855,1373,36,0.572
7.89E+08,Existing Customer,44,1,4,4,3,73613,1,32,3233,1034,2199,1256,29,0.32
7.11E+08,Attrited Customer,48,1,4,7,3,110185,1,36,11862,2517,9345,643,16,0.212
7.88E+08,Existing Customer,43,1,2,6,1,122957,4,24,34516,1938,32578,1215,45,0.056
